id,hi_int_prncp_pd,acc_now_delinq,acc_open_past_24mths,addr_state,annual_inc,application_type,avg_cur_bal,bc_util,delinq_2yrs,delinq_amnt,dti,earliest_cr_line,emp_length,emp_title,grade,home_ownership,initial_list_status,int_rate,last_credit_pull_d,loan_amnt,mort_acc,num_sats,num_tl_120dpd_2m,num_tl_90g_dpd_24m,num_tl_30dpd,out_prncp_inv,pub_rec,pub_rec_bankruptcies,purpose,sub_grade,term,tot_coll_amt,tot_cur_bal,total_rec_late_fee,verification_status
4185,0,0,5,VA,67000,Individual,21865,74.6,0,0,31.88,2005,2,Supervisor,C,MORTGAGE,w,13.49,2019,12000,1,13,0,0,0,4546.8,1,1,home_improvement,C2,36,0,284249,0,0
4186,0,0,4,VA,38000,Individual,1381,37.6,0,0,29.78,2009,10,Supervisor,B,RENT,w,10.75,2019,7000,0,10,0,0,0,0,0,0,debt_consolidation,B4,36,82,13805,0,0
4187,0,0,3,VA,49000,Individual,35031,77.1,0,0,8.79,1999,10,Supervisor,E,MORTGAGE,f,22.9,2018,15875,4,8,0,0,0,0,0,0,debt_consolidation,E4,60,723,280251,0,1
4188,0,0,12,NJ,65000,Individual,2325,65.3,0,0,25.52,2006,3,Supervisor,E,RENT,w,21.99,2018,10000,0,22,0,0,0,0,0,0,other,E4,36,0,48833,0,1
4189,0,0,5,NJ,80000,Individual,27712,66.9,0,0,21.93,2000,10,Supervisor,B,MORTGAGE,w,11.53,2017,24000,4,13,0,0,0,0,0,0,debt_consolidation,B5,60,0,332542,0,1
4190,0,0,6,NJ,75000,Individual,1243,12.5,0,0,13.52,2003,10,Supervisor,A,RENT,w,7.07,2019,4200,0,11,0,0,0,0,1,1,credit_card,A2,36,0,13670,0,0
4191,0,0,6,NJ,45000,Individual,2185,88.1,2,0,15.41,1977,3,Supervisor,C,RENT,f,13.99,2018,4500,0,8,0,0,0,0,0,0,major_purchase,C4,36,0,17483,0,1
4192,0,0,5,WI,91000,Individual,26902,36.2,0,0,19.29,1997,7,Supervisor,B,MORTGAGE,f,9.49,2019,12000,3,10,0,0,0,0,0,0,debt_consolidation,B2,36,5861,269019,0,0
4193,0,0,6,KS,72000,Individual,5710,62.7,0,0,31.07,2005,4,Supervisor,A,MORTGAGE,w,7.91,2019,17000,1,13,0,0,0,0,0,0,debt_consolidation,A5,36,0,74230,0,0
4194,0,0,3,MD,90000,Individual,19069,49.2,1,0,31.71,2000,2,Supervisor,B,MORTGAGE,w,11.49,2019,20000,1,10,0,1,0,6263.29,0,0,debt_consolidation,B5,36,0,190694,0,1
4195,0,0,1,MD,45000,Individual,1245,95.5,0,0,9.12,2004,5,Supervisor,A,RENT,w,7.96,2019,6000,0,7,0,0,0,4473.9,0,0,debt_consolidation,A5,36,0,8715,0,0
4196,0,0,5,AZ,60000,Individual,20641,97.8,0,0,28.3,1990,7,Supervisor,D,MORTGAGE,w,16.99,2016,13600,4,9,0,0,0,0,0,0,debt_consolidation,D3,60,0,185766,0,0
4197,0,0,4,AZ,36000,Individual,4600,89.3,0,0,27.83,2005,10,Supervisor,C,RENT,f,15.1,2016,14000,0,7,0,0,0,0,0,0,debt_consolidation,C2,36,0,32199,0,0
4198,0,0,3,DE,20000,Individual,4503,79.4,0,0,29.35,2005,2,Supervisor,C,RENT,w,12.74,2019,4000,0,5,0,0,0,1852.78,0,0,credit_card,C1,36,0,22514,0,1
4199,0,0,6,MA,60000,Individual,3993,82.1,0,0,27.5,2011,8,Supervisor,D,RENT,w,21.85,2019,18000,0,12,0,0,0,14944.2,0,0,debt_consolidation,D5,36,50,47921,0,0
4200,0,0,2,AL,63000,Individual,11928,94.9,0,0,25.28,2001,10,Supervisor,C,MORTGAGE,w,12.99,2018,8475,1,13,0,0,0,0,0,0,debt_consolidation,C2,36,0,155065,0,1
4201,0,0,14,AL,140000,Individual,6070,96.3,0,0,25.52,1990,10,Supervisor,D,OWN,f,15.99,2019,15000,0,12,0,0,0,0,0,0,debt_consolidation,D2,36,0,72845,0,1
4202,0,0,2,HI,60000,Individual,2570,8.5,0,0,5.7,2003,5,Supervisor,B,RENT,w,10.42,2019,12000,2,4,0,0,0,6132.44,0,0,debt_consolidation,B3,36,0,10279,0,1
4203,0,0,1,MS,70000,Individual,8155,69.5,0,0,19.24,1991,10,Supervisor,B,OWN,w,8.18,2016,20000,1,5,0,0,0,0,0,0,debt_consolidation,B1,60,0,40773,0,0
4204,0,0,6,WA,130000,Individual,16822,96,1,0,29.12,1999,10,Supervisor,F,MORTGAGE,w,24.99,2018,24800,6,27,0,0,0,0,0,0,debt_consolidation,F3,60,0,437378,0,1
4205,0,0,2,WA,60000,Individual,4454,65.1,0,0,13.46,2009,7,Supervisor,B,RENT,f,9.99,2019,16000,0,6,0,0,0,0,0,0,debt_consolidation,B3,36,0,26724,0,1
4206,0,0,6,LA,80000,Individual,17299,74.1,0,0,20.99,1998,9,Supervisor,B,MORTGAGE,w,8.18,2019,20000,5,13,0,0,0,0,0,0,credit_card,B1,60,1673,190290,20.36,1
4207,0,0,8,LA,90000,Individual,8776,24,0,0,25.33,2004,2,Supervisor,A,MORTGAGE,w,7.97,2019,13000,2,22,0,0,0,8658.51,0,0,debt_consolidation,A5,36,3062,193065,0,1
4208,0,0,2,SC,55000,Individual,18946,100.4,0,0,16.07,1993,8,Supervisor,B,MORTGAGE,w,11.39,2018,3000,1,7,0,0,0,0,0,0,credit_card,B3,36,0,132619,0,1
4209,0,0,3,SC,32000,Individual,6558,34.5,0,0,30.01,2004,4,Supervisor,F,MORTGAGE,f,29.99,2019,8000,0,6,0,0,0,0,0,0,debt_consolidation,F3,36,50,39348,0,1
4210,0,0,4,MN,46900,Individual,11366,24.6,0,0,25.62,2005,10,Supervisor,E,MORTGAGE,w,18.25,2017,19900,4,11,0,0,0,0,0,0,debt_consolidation,E1,60,0,113661,0,1
4211,0,0,4,NM,40000,Individual,3244,47.4,0,0,25.74,2003,9,Supervisor,B,OWN,w,10.99,2018,1000,0,10,0,0,0,0,1,1,debt_consolidation,B4,36,0,32444,0,0
4212,0,0,4,RI,104000,Individual,281,12.9,1,0,2.71,2007,2,Supervisor,B,RENT,w,10.41,2019,15000,0,15,0,1,0,11675.22,0,0,other,B3,36,0,4220,0,1
4213,0,0,4,CO,60000,Individual,2913,91.1,0,0,14.93,2011,1,Bartender,B,RENT,w,9.99,2017,18000,0,11,0,0,0,0,0,0,debt_consolidation,B3,36,0,29125,0,1
4214,0,0,4,CA,45000,Individual,3912,88.1,0,0,29.57,2005,9,Bartender,B,RENT,w,11.53,2019,8000,0,11,0,0,0,0,0,0,credit_card,B5,36,0,43030,0,1
4215,0,0,3,CA,50000,Individual,4608,96.3,0,0,14.93,2007,1,Bartender,B,RENT,w,9.99,2019,10000,0,7,0,0,0,0,0,0,credit_card,B3,36,0,32258,0,1
4216,0,0,1,CA,50000,Individual,7196,13.4,0,0,13.18,2009,4,Bartender,A,RENT,w,7.21,2019,6000,0,7,0,0,0,3161.57,0,0,other,A3,36,0,50374,0,0
4217,0,0,1,CA,45000,Individual,3144,68.9,1,0,17.84,2000,7,Bartender,D,RENT,f,16.99,2018,10175,0,8,0,0,0,0,0,0,debt_consolidation,D3,36,146,25151,0,1
4218,0,0,1,NY,55000,Individual,5144,96.6,0,0,13.7,2005,2,Bartender,B,RENT,f,9.93,2018,3000,0,4,0,0,0,0,0,0,credit_card,B2,36,0,20576,0,0
4219,0,0,9,TX,25000,Individual,436,33.4,0,0,29.33,2004,9,Bartender,C,RENT,w,13.99,2018,8500,0,24,0,0,0,0,0,0,debt_consolidation,C3,36,0,10036,0,1
4220,0,0,3,TX,35000,Individual,4713,16.9,0,0,9.72,2006,1,Bartender,B,RENT,f,11.49,2019,5500,0,8,0,0,0,2206.5,0,0,debt_consolidation,B5,36,0,32988,0,1
4221,0,0,2,NV,66000,Individual,2152,48.9,0,0,26.15,2000,10,Bartender,A,OWN,w,7.46,2019,29000,0,11,0,0,0,23855.99,0,0,debt_consolidation,A4,36,0,23676,0,1
4222,0,0,4,NV,43000,Individual,4073,58.5,0,0,17.93,2010,2,Bartender,B,RENT,f,11.99,2019,8000,0,6,0,0,0,5010.23,0,0,debt_consolidation,B5,36,0,24440,0,1
4223,0,0,4,NJ,49500,Individual,19862,83.3,0,0,20.46,1993,10,Bartender,A,MORTGAGE,w,7.97,2019,1800,4,11,0,0,0,1052.5,0,0,vacation,A5,36,21410,218482,0,0
4224,0,0,4,NJ,35000,Individual,5770,76,0,0,6.24,2007,3,Bartender,C,RENT,f,12.62,2019,3600,0,9,0,0,0,1868.85,0,0,debt_consolidation,C1,36,630,51927,0,0
4225,0,0,4,LA,40000,Individual,2914,2.9,0,0,12.18,2006,3,Bartender,C,RENT,w,15.99,2018,14400,0,6,0,0,0,0,0,0,major_purchase,C5,36,666,17485,0,1
4226,0,0,5,MO,15500,Individual,662,26.6,0,0,23.39,2006,5,customer service,C,RENT,f,12.69,2018,7700,1,14,0,0,0,0,0,0,debt_consolidation,C2,36,0,9267,0,1
4227,0,0,3,PA,35000,Individual,8822,49.3,0,0,30.56,1995,10,customer service,A,MORTGAGE,w,6.89,2019,10000,4,18,0,0,0,0,0,0,debt_consolidation,A3,36,0,149966,0,0
4228,0,0,5,NJ,70000,Individual,16295,37.7,1,0,12.31,2004,10,customer service,C,MORTGAGE,w,14.08,2019,3200,4,19,0,0,0,0,0,0,debt_consolidation,C3,36,0,309600,0,1
4229,0,0,21,FL,146000,Individual,14367,23.3,0,0,24.29,2001,3,Underwriter,C,MORTGAGE,w,16.02,2018,40000,1,29,0,0,0,0,0,0,debt_consolidation,C5,36,184,344810,0,1
4230,0,0,3,IL,75000,Individual,3270,83.3,1,0,15.33,1998,6,Underwriter,C,MORTGAGE,w,15.99,2019,14000,3,10,0,0,0,0,0,0,debt_consolidation,C5,60,86,29429,0,0
4231,0,0,3,CA,115000,Individual,4913,28.9,0,0,12.97,1999,1,Underwriter,B,RENT,w,8.39,2018,9350,0,12,0,0,0,0,0,0,credit_card,B1,36,0,54044,0,1
4232,0,0,7,CA,89000,Individual,6329,39.5,0,0,22.92,2010,4,Underwriter,C,RENT,w,15.04,2018,16000,0,10,0,0,0,0,0,0,debt_consolidation,C4,60,0,63289,0,1
4233,0,0,8,TX,70000,Individual,13123,44.5,0,0,26.5,2000,10,Underwriter,C,MORTGAGE,w,15.59,2019,25000,2,13,0,0,0,5811.01,0,0,debt_consolidation,C5,36,0,170605,0,0
4234,0,0,8,TX,75000,Individual,30115,42.8,0,0,9.4,2005,8,Underwriter,A,MORTGAGE,f,7.99,2018,12000,3,8,0,0,0,0,0,0,debt_consolidation,A5,36,0,240922,0,1
4235,0,0,5,AZ,61000,Individual,1862,43.7,0,0,13.54,2001,6,Underwriter,B,RENT,w,9.16,2019,7000,0,9,0,0,0,0,1,1,debt_consolidation,B2,36,0,16758,0,1
4236,0,0,9,NC,380000,Individual,69709,70.6,0,0,10.56,2003,10,Analyst,E,MORTGAGE,w,22.15,2019,19100,5,18,0,0,0,0,1,0,debt_consolidation,E5,60,494,1185059,0,1
4237,0,0,8,FL,140000,Individual,22195,23.8,0,0,26.78,2004,10,Analyst,B,MORTGAGE,w,10.49,2019,12800,2,16,0,0,0,0,0,0,home_improvement,B2,36,7506,355119,0,1
4238,0,0,5,FL,60934.8,Individual,8588,81,0,0,25.76,2003,7,Analyst,D,RENT,f,17.57,2018,14500,0,7,0,0,0,0,1,1,debt_consolidation,D4,60,0,60117,0,1
4239,0,0,11,IL,61000,Individual,3976,42.3,0,0,29.95,2006,3,Analyst,A,RENT,f,8.19,2018,8000,0,22,0,0,0,0,0,0,credit_card,A5,36,0,87474,0,1
4240,0,0,10,IL,85000,Individual,23737,76.8,0,0,15.61,2004,3,Analyst,C,MORTGAGE,f,12.99,2019,30000,1,7,0,0,0,0,0,0,credit_card,C2,36,0,166156,0,1
4241,0,0,2,CA,100000,Individual,2910,7,0,0,5.46,2007,5,Analyst,A,RENT,w,5.32,2017,16000,0,5,0,0,0,0,0,0,house,A1,36,0,14549,0,1
4242,0,0,1,CA,63000,Individual,26393,87.6,0,0,19.95,2000,3,Analyst,A,MORTGAGE,w,6.03,2017,23000,1,10,0,0,0,0,0,0,credit_card,A1,36,0,237536,0,1
4243,0,0,3,CA,62000,Individual,1737,71,0,0,13.11,2000,10,Analyst,E,MORTGAGE,w,19.24,2019,14875,3,10,0,0,0,0,0,0,debt_consolidation,E2,60,0,17374,0,1
4244,0,0,1,CA,75000,Individual,4556,70,0,0,15.74,2003,1,Analyst,C,RENT,f,12.79,2018,35000,0,14,0,0,0,0,0,0,credit_card,C1,36,0,63779,0,1
4245,0,0,4,CA,72000,Individual,2579,30.4,0,0,10.7,1998,10,Analyst,B,RENT,f,9.17,2018,5000,2,14,0,0,0,0,1,1,debt_consolidation,B2,36,0,36104,0,1
4246,0,0,4,OH,50000,Individual,11200,48.4,0,0,32.24,1999,10,Analyst,B,MORTGAGE,w,9.99,2019,5300,8,20,0,0,0,0,0,0,debt_consolidation,B3,36,0,223990,0,1
4247,0,0,6,OH,70000,Individual,3372,27.8,0,0,15.43,2003,10,Analyst,C,RENT,w,14.03,2019,16000,1,14,0,0,0,0,0,0,debt_consolidation,C2,36,0,47211,0,1
4248,0,0,2,NY,76706,Individual,17739,62.5,0,0,19.65,1998,9,Analyst,C,MORTGAGE,w,13.67,2019,25000,4,11,0,0,0,12948.92,0,0,debt_consolidation,C3,60,0,195131,86.61,0
4249,0,0,1,NY,68000,Individual,4364,97.3,0,0,13.27,2008,1,Analyst,B,RENT,w,10.78,2017,20000,0,9,0,0,0,0,0,0,credit_card,B4,36,0,39272,0,1
4250,0,0,12,NY,60000,Individual,1318,36.7,2,0,20.72,2006,2,Analyst,D,RENT,f,20,2018,1000,0,24,0,1,0,0,0,0,debt_consolidation,D4,36,0,28993,0,1
4251,0,0,4,TX,69500,Individual,15456,56.1,2,0,6.56,2006,8,Analyst,C,MORTGAGE,w,16.02,2018,3000,3,10,0,0,0,0,0,0,debt_consolidation,C5,36,56,154559,0,1
4252,0,0,3,TX,72000,Individual,16963,50.6,3,0,15.18,2001,1,Analyst,B,MORTGAGE,w,11.49,2018,20000,3,8,0,0,0,0,0,0,debt_consolidation,B5,36,491,135706,0,1
4253,0,0,4,TX,68900,Individual,9409,99.2,0,0,18.21,1997,10,Analyst,C,MORTGAGE,f,15.1,2016,25000,2,15,0,0,0,0,0,0,debt_consolidation,C2,36,0,141130,0,1
4254,0,0,4,PA,55000,Individual,3927,11.8,0,0,22.93,2010,2,Analyst,A,RENT,w,7.84,2019,13000,0,10,0,0,0,10705,0,0,debt_consolidation,A4,36,0,39268,0,0
4255,0,0,4,MI,100000,Individual,5236,29.2,0,0,15.54,1984,10,Analyst,A,MORTGAGE,w,6.11,2019,35000,3,26,0,0,0,31960.14,0,0,credit_card,A1,60,95,136147,0,0
4256,0,0,4,VA,129000,Individual,88697,24.1,0,0,11.24,2004,3,Analyst,B,MORTGAGE,w,10.15,2018,16800,3,7,0,0,0,0,0,0,other,B2,60,0,532181,0,0
4257,0,0,9,VA,91000,Individual,5113,56.8,1,0,20.77,1994,10,Analyst,E,MORTGAGE,w,19.99,2018,35000,2,15,0,0,0,0,0,0,debt_consolidation,E4,60,0,66467,0,1
4258,0,0,6,VA,126000,Individual,48595,97.5,0,0,25.7,2003,7,Analyst,C,RENT,f,16.02,2019,6500,2,13,0,0,0,0,0,0,debt_consolidation,C5,36,64,583140,15.0000000035,0
4259,0,0,3,NJ,50000,Individual,10581,30.5,0,0,10.46,2004,1,Analyst,C,RENT,w,13.49,2019,2000,0,5,0,0,0,698.22,0,0,other,C2,36,0,52904,0,1
4260,0,0,1,WI,61000,Individual,32648,92.1,2,0,28.98,1998,10,Analyst,B,MORTGAGE,w,11.53,2017,9650,3,9,0,0,0,0,0,0,debt_consolidation,B5,36,247,293835,0,0
4261,0,0,10,MD,184000,Individual,43003,88.9,7,0,17.88,1998,10,Analyst,B,MORTGAGE,w,11.49,2019,8000,7,16,0,0,0,1777.32,0,0,home_improvement,B5,36,0,688045,0,1
4262,0,0,4,MA,120000,Individual,638,20.2,0,0,0.67,2009,1,Analyst,D,RENT,w,18.25,2017,35000,0,9,0,0,0,0,0,0,debt_consolidation,D3,36,0,5740,0,1
4263,0,0,3,MA,60000,Individual,4093,67.7,0,0,28.56,2003,1,Analyst,A,RENT,w,7.26,2018,9000,0,15,0,0,0,0,0,0,debt_consolidation,A4,36,0,53211,0,0
4264,0,0,1,DC,70000,Individual,6163,97.5,1,0,27.54,2006,4,Analyst,C,RENT,f,13.99,2018,19500,0,17,0,0,0,0,0,0,debt_consolidation,C4,36,0,104768,0,0
4265,0,0,2,WA,85000,Individual,14935,27.1,0,0,7.57,1997,7,Analyst,B,MORTGAGE,w,10.08,2019,16000,3,31,0,0,0,13656.38,0,0,home_improvement,B1,36,0,462971,0,0
4266,0,0,5,MN,80000,Individual,28849,27.2,0,0,21.75,2003,5,Analyst,A,MORTGAGE,w,6.24,2017,10800,2,8,0,0,0,0,0,0,car,A2,36,0,230792,0,0
4267,0,0,3,MO,84000,Individual,49661,99.3,0,0,20.54,1999,10,Superintendent,C,RENT,w,16.2,2019,13000,4,9,0,0,0,0,0,0,debt_consolidation,C4,36,0,397286,0,1
4268,0,0,3,CO,80000,Individual,2128,12,0,0,9.35,2004,7,Superintendent,A,OWN,w,7.89,2017,20000,0,7,0,0,0,0,0,0,major_purchase,A5,36,0,14898,0,1
4269,0,0,6,IL,88000,Individual,3396,9.6,1,0,12.97,2007,2,Superintendent,B,MORTGAGE,w,11.44,2019,16000,0,8,0,0,0,6885.93,3,0,debt_consolidation,B4,36,0,27164,26.36,1
4270,0,0,9,CA,105000,Individual,6549,27.4,1,0,20.37,2000,10,Superintendent,D,MORTGAGE,w,19.99,2018,30000,0,11,0,0,0,0,1,1,debt_consolidation,D4,36,3375,72043,0,1
4271,0,0,0,CA,87000,Individual,3655,70.7,0,0,9.54,1998,8,Superintendent,A,OWN,f,6.68,2018,28000,0,7,0,0,0,0,0,0,debt_consolidation,A3,36,0,25586,0,1
4272,0,0,5,NY,44080.4,Individual,5059,75.6,1,0,31.66,1994,10,Superintendent,C,RENT,w,15.05,2018,12000,0,9,0,1,0,0,0,0,credit_card,C4,60,0,45528,0,0
4273,0,0,3,TX,109000,Individual,14754,90.9,0,0,30.13,1990,1,Superintendent,B,MORTGAGE,w,10.99,2019,12000,3,17,0,0,0,0,0,0,debt_consolidation,B4,36,0,236060,0,1
4274,0,0,2,PA,77000,Individual,13905,94.4,0,0,14.71,1998,4,Superintendent,A,MORTGAGE,w,6.39,2019,21500,3,9,0,0,0,0,0,0,credit_card,A2,36,0,125145,0,1
4275,0,0,9,NV,75000,Individual,995,32.7,0,0,11.58,2010,3,Superintendent,C,MORTGAGE,f,15.02,2019,10000,0,14,0,0,0,9554.04,1,1,debt_consolidation,C3,36,0,13930,0,0
4276,0,0,5,GA,115000,Individual,21673,66.4,0,0,28.61,2001,8,Superintendent,C,MORTGAGE,w,12.99,2016,25000,3,13,0,0,0,0,0,0,debt_consolidation,C2,36,180,281747,0,1
4277,0,0,7,MI,150000,Individual,18147,61.6,0,0,13.69,1992,10,Superintendent,A,MORTGAGE,w,5.32,2018,20000,5,21,0,0,0,0,0,0,home_improvement,A1,36,0,362949,0,1
4278,0,0,7,IN,62000,Individual,13706,93.1,0,0,26.91,2000,10,Superintendent,C,OWN,f,14.16,2019,28000,6,9,0,0,0,0,0,0,debt_consolidation,C2,36,0,123354,0,1
4279,0,0,6,NJ,92000,Individual,51606,63.4,0,0,15.58,1999,10,Superintendent,E,MORTGAGE,w,18.25,2018,20000,12,7,0,0,0,0,0,0,debt_consolidation,E1,60,0,361240,0,1
4280,0,0,1,NE,120000,Individual,37473,90.5,0,0,22.67,1995,10,Superintendent,B,MORTGAGE,w,9.17,2019,35000,3,9,0,0,0,0,0,0,debt_consolidation,B2,36,0,337253,0,1
4281,0,0,8,NC,44400,Individual,2572,0.3,0,0,19.52,2006,2,Administrative Assistant,E,RENT,f,18.25,2017,15975,0,7,0,0,0,0,1,1,debt_consolidation,E1,36,1082,18004,0,1
4282,0,0,4,NC,32000,Joint App,5648,94.2,0,0,46.55,1989,5,Administrative Assistant,E,RENT,w,22.74,2019,25000,0,9,0,0,0,18530.55,0,0,debt_consolidation,E1,60,0,50833,0,1
4283,0,0,11,CT,46000,Individual,6924,63.5,0,0,32.2,2009,1,Administrative Assistant,B,RENT,w,10.99,2019,7500,0,18,0,0,0,0,0,0,credit_card,B4,36,0,124637,0,1
4284,0,0,4,MO,63000,Individual,1028,94.3,0,0,12.28,2008,7,Administrative Assistant,C,RENT,w,12.99,2018,8000,0,8,0,0,0,0,1,0,debt_consolidation,C1,36,0,8223,0,1
4285,0,0,1,CO,31200,Individual,5727,92.3,0,0,5.47,2010,1,Administrative Assistant,B,RENT,w,11.06,2019,4000,0,6,0,0,0,3520.22,0,0,credit_card,B3,36,0,34361,0,0
4286,0,0,3,FL,47000,Individual,7772,59.5,0,0,20.33,1998,10,Administrative Assistant,A,RENT,w,6.49,2019,17100,2,8,0,0,0,0,0,0,credit_card,A2,36,0,46629,0,0
4287,0,0,7,FL,49000,Individual,1899,57.4,0,0,8.66,2000,4,Administrative Assistant,C,RENT,w,14.65,2018,15000,0,16,0,0,0,0,0,0,credit_card,C5,36,0,30376,0,0
4288,0,0,3,FL,75000,Individual,15847,93.2,0,0,18.19,2004,10,Administrative Assistant,B,MORTGAGE,f,8.24,2019,6000,2,13,0,0,0,1642.2,0,0,credit_card,B1,36,0,206006,0,1
4289,0,0,4,IL,54900,Individual,4010,59.7,0,0,26.82,1989,3,Administrative Assistant,C,RENT,w,13.59,2019,20000,0,16,0,0,0,11734.14,0,0,debt_consolidation,C2,36,0,60144,0,0
4290,0,0,2,IL,55000,Individual,4839,90,0,0,17.63,2000,1,Administrative Assistant,B,RENT,f,9.93,2019,3600,3,11,0,0,0,0,0,0,debt_consolidation,B2,36,1082,53225,0,0
4291,0,0,4,CA,31000,Individual,3946,86,0,0,17,2006,1,Administrative Assistant,E,RENT,w,23.99,2017,1325,0,4,0,0,0,0,0,0,debt_consolidation,E2,36,289,15783,0,1
4292,0,0,4,CA,40610.88,Individual,1664,73.1,0,0,15.69,1988,9,Administrative Assistant,B,MORTGAGE,f,12.85,2017,4800,0,11,0,0,0,0,1,1,debt_consolidation,B4,36,0,16637,0,0
4293,0,0,6,CA,29120,Joint App,3412,76.6,0,0,56.18,2010,1,Administrative Assistant,C,RENT,w,13.59,2019,15000,0,13,0,0,0,7420.34,0,0,debt_consolidation,C2,36,0,44358,0,1
4294,0,0,5,OH,39509,Individual,3901,24.9,0,0,36.03,1996,10,Administrative Assistant,B,MORTGAGE,w,9.93,2019,15500,2,14,0,0,0,10834.94,1,1,debt_consolidation,B2,36,0,42908,0,1
4295,0,0,8,OH,54000,Individual,10071,99.3,1,0,27.84,1996,10,Administrative Assistant,D,MORTGAGE,f,16.59,2019,8400,2,15,0,1,0,0,0,0,credit_card,D2,36,0,140994,0,1
4296,0,0,0,NY,60000,Individual,2421,98.1,0,0,9.38,2002,1,Administrative Assistant,A,RENT,w,7.99,2019,8400,0,7,0,0,0,2291.61,0,0,debt_consolidation,A5,36,0,16946,0,1
4297,0,0,10,NY,45000,Individual,693,27.8,0,0,12.37,2002,1,Administrative Assistant,E,RENT,w,18.99,2019,10000,0,18,0,0,0,0,1,0,debt_consolidation,E1,36,0,12469,0,1
4298,0,0,8,NY,48000,Individual,6163,12.2,1,0,23.2,1987,10,Administrative Assistant,E,MORTGAGE,w,18.55,2019,16300,1,13,0,0,0,0,0,0,debt_consolidation,E2,36,0,67791,0,1
4299,0,0,2,NY,32000,Individual,1952,46.5,1,0,19.88,1995,10,Administrative Assistant,D,RENT,f,16.55,2017,13425,0,8,0,1,0,0,0,0,debt_consolidation,D2,36,0,13667,0,1
4300,0,0,7,NY,80000,Individual,2442,49.9,0,0,23.67,1992,4,Administrative Assistant,E,RENT,f,19.99,2019,22950,0,24,0,0,0,0,0,0,debt_consolidation,E1,36,0,51289,0,1
4301,0,0,3,TX,56000,Individual,3279,98.8,0,0,23,2002,2,Administrative Assistant,B,OWN,w,11.49,2019,20800,5,9,0,0,0,0,0,0,credit_card,B5,36,0,29508,0,1
4302,0,0,6,TX,40000,Individual,7903,54.8,1,0,13.62,2000,3,Administrative Assistant,C,MORTGAGE,w,14.65,2017,8000,1,11,0,0,0,0,1,0,credit_card,C5,36,1179,86936,0,1
4303,0,0,11,PA,50000,Individual,9348,81.9,0,0,24.12,1994,2,Administrative Assistant,E,MORTGAGE,w,19.19,2018,22000,4,14,0,0,0,0,0,0,debt_consolidation,E3,60,0,130877,0,1
4304,0,0,4,PA,50000,Joint App,29056,0,0,0,2.38,2002,10,Administrative Assistant,C,MORTGAGE,w,13.58,2018,40000,1,5,0,0,0,0,0,0,debt_consolidation,C2,60,0,145278,0,1
4305,0,0,5,NV,28000,Individual,2106,23.5,0,0,26.36,2004,1,Administrative Assistant,A,RENT,w,7.34,2019,7200,0,12,0,0,0,5545.33,0,0,debt_consolidation,A4,36,0,25269,0,0
4306,0,0,1,GA,50000,Individual,3897,79.1,0,0,24.87,2008,1,Administrative Assistant,A,OWN,w,6.46,2019,10000,0,9,0,0,0,9493.68,0,0,debt_consolidation,A1,36,0,35075,0,0
4307,0,0,4,GA,31400,Individual,13115,94.7,0,0,19.8,2004,9,Administrative Assistant,B,MORTGAGE,f,11.49,2019,5000,1,7,0,0,0,0,9,0,debt_consolidation,B5,36,0,91802,0,1
4308,0,0,6,MI,40000,Individual,2898,77.9,0,0,15.87,2002,1,Administrative Assistant,A,RENT,w,7.97,2018,8000,0,12,0,0,0,4015.39,0,0,credit_card,A5,36,552,34776,0,1
4309,0,0,3,IN,54000,Individual,16770,75.1,0,0,14.93,1994,4,Administrative Assistant,A,MORTGAGE,w,7.49,2018,16000,3,8,0,0,0,0,0,0,credit_card,A4,36,0,134160,0,1
4310,0,0,2,IN,31800,Individual,2379,52.1,0,0,17.55,2007,3,Administrative Assistant,C,RENT,f,13.59,2018,4000,0,4,0,0,0,0,0,0,debt_consolidation,C2,36,0,9517,0,0
4311,0,0,7,VA,45000,Individual,2165,49.7,0,0,19.2,2004,10,Administrative Assistant,B,RENT,w,9.16,2017,15000,0,18,0,0,0,0,0,0,credit_card,B2,36,0,28140,0,1
4312,0,0,4,VA,33000,Individual,14723,48,0,0,16.58,2000,2,Administrative Assistant,A,MORTGAGE,w,6.97,2019,6500,2,8,0,0,0,0,0,0,debt_consolidation,A3,36,0,117783,0,0
4313,0,0,3,NJ,51000,Individual,20121,21.7,0,0,27.65,2002,2,Administrative Assistant,B,RENT,w,11.55,2018,20000,0,6,0,0,0,0,0,0,debt_consolidation,B4,60,0,120725,0,1
4314,0,0,8,NJ,65000,Individual,1010,81.9,0,0,13.86,2002,9,Administrative Assistant,D,OWN,f,16.29,2019,13500,1,13,0,0,0,964.61,0,0,debt_consolidation,D2,60,0,12115,0,1
4315,0,0,1,MD,30000,Individual,2409,47.3,2,0,28.28,2006,2,Administrative Assistant,B,RENT,w,8.39,2019,10000,0,10,0,0,0,623.63,0,0,debt_consolidation,B1,36,0,24092,0,1
4316,0,0,0,MD,32000,Individual,2881,0,3,0,12.9,2007,1,Administrative Assistant,B,RENT,w,10.99,2018,3200,0,5,0,0,0,0,0,0,credit_card,B4,36,0,14406,0,1
4317,0,0,3,MA,45760,Individual,1576,20.7,0,0,13.27,2003,9,Administrative Assistant,A,RENT,w,5.32,2019,8000,0,9,0,0,0,478.59,0,0,debt_consolidation,A1,36,0,14185,0,0
